Id,SalePrice
1638,218758.35
1639,185102.0
1640,248013.78
1641,184911.0
1642,226849.9
1643,232551.25
1644,222043.15
1645,171329.0
1646,158302.0
1647,180402.85
1648,140365.37
1649,132237.5
1650,108333.84
1651,108333.84
1652,90489.34761904764
1653,98366.98095238095
1654,161193.0
1655,176366.53333333333
1656,150089.34999999998
1657,161193.0
1658,150089.34999999998
1659,160890.5
1660,137652.13
1661,405798.69
1662,340765.34
1663,399246.68
1664,521015.36
1665,356117.26
1666,324381.83
1667,317822.21
1668,365974.45
1669,296812.02
1670,356106.97
1671,244769.2
1672,528789.53
1673,303547.9
1674,255354.12
1675,171253.64
1676,172297.38
1677,191609.105
1678,533046.88
1679,360514.56
1680,322893.41
1681,261236.0
1682,288953.56
1683,192908.675
1684,177134.96666666667
1685,177799.0
1686,181089.25
1687,164696.46285714288
1688,186971.2
1689,187264.9
1690,181467.56666666668
1691,167121.29
1692,248407.04
1693,164696.46285714288
1694,181924.0
1695,173052.12619047624
1696,249383.21
1697,171916.09285714282
1698,310808.47
1699,363470.2
1700,229255.42
1701,255926.0
1702,303926.74
1703,260527.0
1704,310064.26
1705,225319.0
1706,525171.84
1707,198062.4
1708,195603.46
1709,319542.86
1710,229770.78
1711,245114.4
1712,248313.17
1713,234124.5
1714,237802.8
1715,211489.0
1716,182216.0
1717,178245.35
1718,126320.5
1719,189310.0
1720,246423.14
1721,182023.5
1722,109310.5
1723,154481.0
1724,204557.42
1725,241920.85
1726,186745.0
1727,163474.96
1728,186909.95
1729,155768.62333333332
1730,178619.76
1731,126786.0
1732,132535.5
1733,122719.96190476192
1734,131129.0
1735,127100.0
1736,122326.5
1737,344853.09
1738,201455.55
1739,276288.93
1740,216518.28
1741,161506.5
1742,174067.85
1743,178569.65
1744,263443.54
1745,268376.37
1746,287795.54
1747,219240.86
1748,237501.7
1749,161848.82
1750,149681.0
1751,246889.55
1752,127270.75
1753,175250.5
1754,219165.86
1755,170158.24
1756,110428.17
1757,126508.0
1758,128015.6
1759,152456.0
1760,162350.82
1761,159141.14
1762,166523.29
1763,174712.0
1764,135131.5
1765,206476.0
1766,181660.66666666663
1767,206596.0
1768,140839.75
1769,182400.31
1770,135181.3333333333
1771,145699.25
1772,147152.3
1773,140665.25
1774,138318.53
1775,141681.0
1776,130420.0
1777,112109.0
1778,124013.5
1779,118919.5
1780,180554.6
1781,140842.75
1782,101439.88
1783,125309.32
1784,83986.66
1785,132767.5
1786,165749.0
1787,191217.73333333337
1788,56255.97666666667
1789,119284.5
1790,85408.35
1791,219653.16
1792,153679.71666666667
1793,138985.5
1794,140310.3333333333
1795,148176.0
1796,105411.41666666666
1797,129576.55555555556
1798,131841.0
1799,106814.5
1800,103906.0
1801,137013.99333333335
1802,179911.5833333333
1803,179824.0
1804,140861.0
1805,138557.5
1806,125219.06
1807,172425.5
1808,125136.17
1809,123193.0
1810,141832.02
1811,113477.47
1812,132431.68
1813,127940.09
1814,102243.44
1815,70509.61
1816,97710.5
1817,120861.18
1818,172287.0
1819,122388.52
1820,88299.0
1821,136823.58
1822,163800.12
1823,56850.83
1824,134855.28
1825,138291.37
1826,98031.5
1827,121685.0
1828,137882.22
1829,140697.0
1830,172259.5
1831,185875.54
1832,130571.74
1833,165913.84
1834,154901.00333333333
1835,186405.0
1836,157690.0
1837,102042.58
1838,155547.16
1839,85590.61
1840,155386.5
1841,130398.25
1842,94623.0
1843,142586.0
1844,118148.88095238095
1845,146572.16
1846,149332.0
1847,144306.68
1848,56254.93
1849,120265.38
1850,138504.0
1851,161117.0
1852,131158.37
1853,129451.5
1854,173576.7
1855,146036.32
1856,205964.6
1857,151354.71
1858,141590.06
1859,123432.34
1860,140118.92
1861,123553.34
1862,259141.06
1863,259141.06
1864,259141.06
1865,330137.08
1866,354343.8
1867,244290.24
1868,250274.71
1869,190539.55
1870,224003.84
1871,244606.12
1872,161283.74
1873,212055.05
1874,126865.5
1875,204242.3
1876,185974.0
1877,197046.0
1878,220104.66
1879,135898.58
1880,125936.7
1881,251342.28
1882,250372.5
1883,198929.0
1884,228672.5
1885,221613.7
1886,244550.11
1887,195362.35
1888,251905.54
1889,155285.40333333332
1890,122266.5
1891,135391.66666666666
1892,113466.8
1893,124640.5
1894,145695.0
1895,153044.7
1896,118189.12
1897,122324.28
1898,99118.08
1899,127837.66666666666
1900,138881.0
1901,138547.96
1902,153378.5
1903,253349.43
1904,145177.0
1905,186670.0
1906,143562.64
1907,210080.0
1908,115833.83333333331
1909,129808.32
1910,129808.32
1911,185506.12
1912,263175.51
1913,158772.76
1914,79220.94
1915,264615.0
1916,73784.97
1917,249761.38
1918,136897.8619047619
1919,163959.0
1920,163513.5
1921,413155.98
1922,321095.64
1923,223085.8
1924,237853.4
1925,224374.35
1926,397792.2
1927,129067.0
1928,153823.5
1929,121524.0
1930,112637.63095238095
1931,128089.0
1932,126007.2
1933,147473.51
1934,181005.0
1935,168278.74
1936,180460.0
1937,178298.0
1938,154755.64
1939,249387.28
1940,233055.0
1941,177498.0
1942,184471.0
1943,190863.1
1944,324054.84
1945,334422.62
1946,195814.03666666665
1947,313929.02
1948,199441.49
1949,231384.76
1950,184030.7
1951,273277.37
1952,251367.74
1953,163440.96
1954,214237.75
1955,129323.14
1956,303246.42
1957,171546.98666666663
1958,305183.21
1959,146881.86
1960,108748.88
1961,132865.0
1962,90489.34761904764
1963,99805.13095238095
1964,117005.08
1965,158754.09999999998
1966,176366.53333333333
1967,246286.86
1968,381766.17
1969,343571.17
1970,426589.52
1971,389011.05
1972,348780.86
1973,247022.74
1974,300473.76
1975,525365.7
1976,244505.86
1977,309964.3
1978,352791.04
1979,371834.0
1980,196413.8
1981,361888.93
1982,229175.0
1983,229175.0
1984,176713.65
1985,199308.06
1986,199796.64
1987,177789.4
1988,182117.0
1989,188406.9166666667
1990,220612.5
1991,191609.105
1992,205807.97
1993,176726.73952380955
1994,243999.45
1995,187755.63333333336
1996,254117.1
1997,323677.71
1998,391851.66
1999,247735.72
2000,318500.96
2001,240215.2
2002,228448.74
2003,257596.08
2004,253213.0
2005,225792.0
2006,221601.56
2007,259558.69
2008,177113.35
2009,186860.0
2010,179873.0
2011,133595.75
2012,179554.1
2013,178349.0
2014,182781.5
2015,188816.0
2016,191575.0
2017,196779.0
2018,132001.5
2019,123944.9619047619
2020,127901.5
2021,118281.5
2022,167967.48666666663
2023,147657.0
2024,234270.7
2025,396729.43
2026,177622.25
2027,132748.66666666666
2028,157387.97
2029,170283.85
2030,288701.51
2031,264858.21
2032,262717.0
2033,281571.46
2034,160983.3
2035,198319.75
2036,206950.0
2037,208950.0
2038,350598.37
2039,199875.0
2040,387921.85
2041,234072.65
2042,194813.12
2043,180241.90666666665
2044,215662.78
2045,258817.0
2046,138906.34
2047,163445.83
2048,141124.0
2049,139629.0
2050,186089.75
2051,91648.1
2052,143627.0
2053,142493.0
2054,87883.03333333334
2055,170356.34
2056,117469.04
2057,133036.5
2058,206578.37
2059,143822.5
2060,167925.0
2061,170536.5
2062,143580.0
2063,102142.0
2064,148007.5
2065,127699.5
2066,188180.0
2067,139421.91
2068,138446.03
2069,90323.5
2070,116188.76
2071,97185.38
2072,134427.3
2073,127194.0
2074,179789.32
2075,142153.0
2076,132524.5
2077,152002.5
2078,130134.5
2079,145287.85
2080,132583.8333333333
2081,127719.24
2082,145203.0
2083,163429.38
2084,130714.7642857143
2085,142493.0
2086,101209.5
2087,126693.64
2088,129123.03
2089,104964.66666666666
2090,160066.52
2091,115501.53
2092,146930.66
2093,139624.71
2094,150963.0
2095,161278.91666666666
2096,88666.7
2097,97778.04
2098,143483.26
2099,60015.05
2100,118908.22
2101,128502.5
2102,158417.20952380952
2103,95637.83333333334
2104,130822.81
2105,131768.17
2106,92827.05
2107,287223.01
2108,132431.0
2109,111005.29
2110,130850.0
2111,165192.95
2112,138759.11
2113,114876.5
2114,107731.03333333334
2115,140749.5
2116,125861.5
2117,164784.78
2118,132966.56
2119,100815.0
2120,101779.5
2121,88609.2
2122,104143.39
2123,90923.93333333333
2124,233873.75
2125,154116.0
2126,197811.0
2127,176876.75
2128,138300.24
2129,124925.425
2130,148915.29
2131,213372.0
2132,124504.24
2133,138505.8333333333
2134,131296.0
2135,112932.5
2136,87221.0
2137,122472.25
2138,126945.5
2139,146587.5
2140,130185.5
2141,118148.88095238095
2142,134920.5
2143,141075.0
2144,139943.0
2145,126915.0
2146,144951.0
2147,147978.69
2148,133660.64
2149,138340.0
2150,213386.27
2151,137026.66666666666
2152,155117.44142857144
2153,182713.34
2154,104330.0
2155,120663.36
2156,249079.19
2157,226338.0
2158,217703.15
2159,211605.8
2160,159299.98333333334
2161,259915.9
2162,491432.6
2163,356672.77
2164,238384.18
2165,174769.1666666667
2166,126974.5
2167,206308.8
2168,197588.0
2169,189794.0
2170,225063.0
2171,128642.13
2172,145976.87
2173,140363.32
2174,259208.95
2175,312976.48
2176,274278.47
2177,261835.58
2178,217654.5
2179,143086.6762987013
2180,198208.75
2181,192286.6
2182,241068.24
2183,200934.04
2184,140293.0
2185,116714.5
2186,151789.0
2187,160976.5
2188,156878.7033333333
2189,173527.42
2190,94850.1
2191,94850.1
2192,96635.0
2193,90577.0
2194,93294.43333333333
2195,108620.42
2196,110793.72
2197,102294.53
2198,166636.55
2199,174093.53
2200,137362.71
2201,139694.73
2202,178996.5
2203,184467.0
2204,141416.37
2205,123886.67
2206,145906.0
2207,232796.9
2208,224618.8
2209,163647.0
2210,117217.83333333331
2211,111540.5
2212,109623.12
2213,102951.5
2214,147214.14
2215,97102.5
2216,152515.0
2217,77039.37
2218,114783.75
2219,89046.23333333334
2220,75903.5
2221,244610.0
2222,216314.74
2223,281500.53
2224,222840.36
2225,145807.92
2226,165709.82
2227,189038.24
2228,246920.4
2229,219971.1
2230,142011.09
2231,204563.4
2232,185537.4
2233,160060.0
2234,218475.0
2235,197973.0
2236,274017.57
2237,333326.76
2238,194943.84
2239,109306.75
2240,156319.0
2241,143082.25
2242,142753.0
2243,134699.36
2244,95722.33333333331
2245,95834.33333333331
2246,137708.5
2247,88273.33333333334
2248,114831.8
2249,115740.3
2250,131661.86666666667
2251,152236.89
2252,209242.0
2253,152159.53333333333
2254,180417.98
2255,181618.0
2256,182075.45
2257,218530.5
2258,179957.9
2259,180036.0
2260,146741.32
2261,199666.0
2262,220057.25
2263,318551.05
2264,527302.2
2265,146281.14
2266,282562.61
2267,356820.43
2268,388652.74
2269,162327.41
2270,180865.95
2271,237985.88
2272,193506.65
2273,162731.75
2274,167916.13
2275,195228.5
2276,187127.7
2277,192305.0
2278,142473.1666666667
2279,134114.5
2280,108734.92
2281,164135.08
2282,166718.31
2283,90709.36666666668
2284,116712.12
2285,166976.25
2286,133835.5
2287,333188.17
2288,281802.2
2289,385854.9
2290,415311.92
2291,321729.55
2292,405366.07
2293,523952.21
2294,426265.28
2295,528725.07
2296,282519.9
2297,269072.86
2298,358160.35
2299,430623.09
2300,308690.29
2301,247774.4
2302,246463.62
2303,275762.0
2304,256856.62
2305,172773.96
2306,172773.96
2307,181121.96
2308,243463.4
2309,276034.0
2310,232835.0
2311,192908.675
2312,180283.0
2313,179804.0
2314,167117.03333333333
2315,172326.7
2316,181536.4
2317,163421.96
2318,174272.85
2319,179626.63333333336
2320,176007.77
2321,227920.66
2322,174941.48333333337
2323,180402.15238095238
2324,164696.46285714288
2325,228743.5
2326,164375.42285714287
2327,206272.75
2328,226546.75
2329,176052.5
2330,178932.0
2331,382944.41
2332,438151.46
2333,314910.87
2334,255428.58
2335,252403.15
2336,334293.94
2337,205961.7175
2338,248210.82
2339,246454.0
2340,399884.97
2341,217606.27
2342,249744.0
2343,230379.48
2344,231627.01
2345,258332.82
2346,221690.0
2347,188218.0
2348,219004.8
2349,157692.19
2350,253213.0
2351,242098.84
2352,263306.47
2353,228882.98
2354,116758.0
2355,168770.6
2356,151476.0
2357,220282.3
2358,188661.1
2359,121753.52
2360,127901.5
2361,141821.5
2362,282955.72
2363,130208.0
2364,161088.5
2365,228061.6
2366,196892.5
2367,247413.0
2368,185641.69
2369,238665.0
2370,174198.85
2371,171778.85
2372,199580.42
2373,249248.25
2374,341897.66
2375,235242.0
2376,259509.37
2377,367529.49
2378,135530.5285714286
2379,227172.0
2380,141139.5
2381,157332.78
2382,187531.3
2383,214982.37
2384,215316.86
2385,152723.0
2386,139504.0
2387,126757.0
2388,109899.32
2389,125142.33333333334
2390,127087.72
2391,139566.0
2392,128690.5
2393,180910.65
2394,143266.8333333333
2395,205630.7666666667
2396,139617.95
2397,208526.0
2398,123593.0
2399,64392.92
2400,59393.09666666667
2401,120311.0
2402,140985.0
2403,139928.0
2404,126581.0
2405,148709.32
2406,136228.0119047619
2407,130105.0
2408,140531.5
2409,140759.5
2410,186626.0
2411,128754.0
2412,144875.27
2413,145326.5
2414,129724.52
2415,146982.92666666667
2416,140007.68225108224
2417,136486.0
2418,124511.5
2419,154025.50666666665
2420,129231.0
2421,146681.03666666665
2422,125679.86666666665
2423,130385.38
2424,159960.37
2425,180849.42
2426,143449.54333333333
2427,135029.59
2428,165362.75
2429,119386.0
2430,136505.8333333333
2431,129596.27
2432,131743.0
2433,143349.75
2434,147271.5
2435,145870.8
2436,96771.5
2437,125210.5
2438,124148.84
2439,128719.0
2440,145566.45238095237
2441,108157.87
2442,103454.87
2443,124829.5
2444,121684.26
2445,96812.04
2446,135527.5
2447,245182.3
2448,167481.75
2449,117804.5
2450,182435.0
2451,128727.99
2452,242616.19
2453,95096.81333333332
2454,121852.09333333334
2455,114298.0
2456,146098.47
2457,109435.04
2458,100934.54
2459,115439.5
2460,158329.92
2461,125879.08
2462,132236.52
2463,125473.64
2464,189766.05
2465,143765.92
2466,132624.0
2467,160432.16666666666
2468,104860.76
2469,112888.0
2470,215797.2
2471,194496.25
2472,226182.39
2473,118220.34333333334
2474,136198.11333333334
2475,236750.7
2476,117625.58
2477,128765.5
2478,178949.0
2479,117100.0
2480,129198.0
2481,130544.5
2482,126019.5
2483,115956.5
2484,131372.0
2485,129293.0
2486,146644.0
2487,178008.36
2488,147346.28
2489,150153.0
2490,140751.0
2491,92487.11
2492,180114.5
2493,131124.64
2494,142965.64
2495,112049.32
2496,240091.5
2497,148582.5
2498,124855.33333333334
2499,89273.23333333332
2500,129977.5
2501,137499.0
2502,140502.90666666665
2503,124564.99333333335
2504,172194.0
2505,203681.0
2506,261716.1
2507,356614.9
2508,261716.1
2509,244367.62
2510,238578.48
2511,179775.97
2512,217192.75
2513,226478.8
2514,222169.85
2515,139322.5
2516,146613.64
2517,130806.0
2518,127531.0
2519,231655.65
2520,197326.5
2521,197981.0
2522,212807.25
2523,124853.78333333333
2524,129175.0
2525,140302.0
2526,141086.5
2527,124248.5
2528,122414.11666666668
2529,132865.0
2530,96520.03
2531,229823.52
2532,234453.45
2533,193516.0
2534,261321.0
2535,298834.05
2536,229208.3
2537,220568.0
2538,186568.6
2539,185835.0
2540,164075.14
2541,182624.03
2542,142546.58
2543,128463.0
2544,140195.98
2545,140242.5
2546,162441.0
2547,144906.5
2548,144998.33
2549,140602.48
2550,407335.36
2551,135391.66666666666
2552,126678.0
2553,94850.1
2554,147921.0
2555,96228.04
2556,91626.5
2557,107331.42
2558,150724.0
2559,160243.18
2560,108980.2
2561,132909.8333333333
2562,144419.51
2563,141764.15
2564,162222.0
2565,109459.78
2566,140798.41
2567,135091.5
2568,203707.0
2569,200977.0
2570,116703.83333333331
2571,160246.82
2572,203748.5
2573,232528.44
2574,309012.81
2575,131040.5
2576,131736.09
2577,130222.17
2578,100726.76
2579,73616.02666666667
2580,121619.37
2581,131514.71
2582,111892.26
2583,265115.0
2584,150113.5
2585,158445.3
2586,201905.7
2587,201515.0
2588,161991.0
2589,144449.0
2590,222596.8
2591,207611.52
2592,223233.99
2593,245049.0
2594,178692.05
2595,219118.9
2596,281828.13
2597,209926.7
2598,267159.68
2599,378559.51
2600,135270.21
2601,139928.8
2602,95609.36
2603,95722.33333333331
2604,90701.5
2605,96436.76
2606,140783.5
2607,161336.5
2608,157113.82
2609,157879.34
2610,96485.0
2611,168782.98666666663
2612,145342.33
2613,114831.8
2614,126434.0
2615,164738.33
2616,133375.3333333333
2617,172995.5
2618,209156.58
2619,242885.97
2620,179440.0
2621,178660.65
2622,182568.5
2623,248037.2
2624,246261.94
2625,344267.5
2626,155157.75
2627,188098.0
2628,350346.62
2629,471689.57
2630,343233.31
2631,418831.37
2632,347089.21
2633,320756.46
2634,348938.37
2635,152135.0
2636,203801.82
2637,182864.25
2638,248523.0
2639,181490.4
2640,153368.0
2641,107391.34
2642,195380.3
2643,119606.48666666666
2644,125713.0
2645,90914.74761904763
2646,90136.91428571429
2647,90709.36666666668
2648,135823.5
2649,133650.7
2650,166030.25
2651,158754.09999999998
2652,401165.4
2653,259520.9
2654,262561.08
2655,380282.95
2656,314843.02
2657,321080.49
2658,256536.75
2659,298841.8
2660,308723.49
2661,365238.63
2662,366588.35
2663,263225.48
2664,277019.0
2665,332763.34
2666,288253.72
2667,172613.72333333336
2668,183913.73
2669,163809.52
2670,278366.9
2671,183913.73
2672,175764.795
2673,195069.265
2674,190981.0
2675,180157.1
2676,186871.55
2677,192581.7
2678,249911.1
2679,277536.0
2680,280406.18
2681,424565.46
2682,318666.89
2683,454649.25
2684,315292.37
2685,334306.02
2686,270765.25
2687,284967.52
2688,231137.7
2689,223147.5
2690,426003.11
2691,193457.5
2692,117950.5
2693,195725.96
2694,117305.0
2695,184539.25
2696,181614.6
2697,200307.1
2698,184536.33333333337
2699,175452.22
2700,165012.0
2701,144013.14
2702,136229.0
2703,170148.52
2704,138709.63
2705,132626.0
2706,123938.5
2707,134931.7
2708,130334.0
2709,102455.5
2710,130665.0
2711,286659.91
2712,344910.71
2713,184592.5
2714,150787.65
2715,172657.85
2716,153384.0
2717,173123.23333333337
2718,244220.0
2719,147118.49
2720,178618.99
2721,138846.0
2722,159100.3
2723,144704.0
2724,132911.85
2725,129242.5
2726,145379.0
2727,153424.68
2728,169505.7
2729,148920.0
2730,146917.0
2731,118859.6
2732,122119.5
2733,166321.0
2734,165302.00666666665
2735,134025.74
2736,144067.6
2737,116987.0
2738,139108.51
2739,160087.23
2740,140937.16666666666
2741,144937.34
2742,166172.96
2743,137453.71
2744,136433.0
2745,137402.5
2746,126723.5
2747,177654.92
2748,121338.0
2749,135795.5
2750,138221.0
2751,114810.5
2752,238335.47
2753,138743.96
2754,173063.5
2755,143410.0
2756,76208.55
2757,81366.29
2758,82384.43
2759,160338.34
2760,133464.28
2761,143632.5
2762,146055.5
2763,193224.0
2764,170737.78333333335
2765,283793.3
2766,127291.36
2767,91253.54285714285
2768,146951.8780952381
2769,139185.25
2770,175034.8
2771,132286.75
2772,110355.0
2773,150891.64
2774,143749.03666666665
2775,141785.83666666667
2776,164882.96
2777,183108.85
2778,133448.9
2779,136229.85
2780,129040.5
2781,108693.0
2782,98821.5
2783,101913.82
2784,136173.0
2785,152760.83
2786,52957.08
2787,125018.75
2788,93982.3
2789,235821.99
2790,100346.5
2791,134630.0
2792,94151.75
2793,149316.5
2794,110969.99
2795,124919.66
2796,105768.5
2797,240883.8
2798,137677.89333333334
2799,119775.2
2800,92367.0
2801,125172.0
2802,141475.95
2803,201549.0
2804,134401.36
2805,91449.6
2806,109052.87
2807,165875.35
2808,136345.37
2809,137756.1119047619
2810,135845.0
2811,165096.5
2812,152639.0
2813,142614.09
2814,142795.5
2815,126435.84
2816,279657.55
2817,132625.5
2818,124217.5
2819,175842.06666666668
2820,125653.54333333333
2821,109573.04
2822,187942.2
2823,249944.79
2824,160560.5
2825,148340.71
2826,136216.0
2827,144103.84
2828,224248.45
2829,173650.22666666665
2830,240525.29
2831,199775.0
2832,216508.98
2833,249503.36
2834,224490.08
2835,241425.0
2836,207847.5
2837,173997.84
2838,140118.0
2839,171645.0
2840,192303.0
2841,200728.25
2842,218458.6
2843,155317.08
2844,165285.5
2845,125070.5
2846,212198.0
2847,189138.0
2848,190918.6
2849,213161.15
2850,247605.19
2851,216577.37
2852,228057.12
2853,232768.95
2854,143086.6762987013
2855,206257.2
2856,206214.25
2857,194961.05
2858,185462.67
2859,148681.63333333333
2860,98347.0
2861,145938.75
2862,213303.75
2863,106458.5
2864,259522.56
2865,135391.66666666666
2866,152155.75
2867,93529.08
2868,134484.75
2869,143796.31666666665
2870,143812.47333333333
2871,113766.19
2872,52589.52
2873,116539.65333333334
2874,142587.18666666665
2875,139366.25
2876,153381.9
2877,141522.96
2878,157182.5
2879,134247.86
2880,123640.88
2881,157763.27
2882,149299.09
2883,186504.3
2884,181553.14333333337
2885,181820.1
2886,157124.0
2887,110226.5
2888,144269.0
2889,66242.11
2890,93339.22
2891,154586.75
2892,59101.82666666667
2893,124445.62
2894,58333.48666666667
2895,266539.87
2896,247130.0
2897,212140.0
2898,195794.0
2899,234766.0
2900,157034.0
2901,208859.0
2902,167587.94
2903,289831.0
2904,332903.57
2905,116545.43
2906,193919.3775
2907,113266.28
2908,126454.0
2909,125971.0
2910,83203.0
2911,95609.36
2912,136944.37
2913,96436.76
2914,90701.5
2915,90701.5
2916,96436.76
2917,148148.11
2918,99503.0
2919,231129.41
